A,B,C,D,Pretty Formula,sus_factor
Gd3+,Mo4+,Li1+,O2-,Li7Gd3(MoO6)2,3073.900327114349
Tb3+,Mo4+,Li1+,O2-,Li7Tb3(MoO6)2,3074.044600199167
Dy3+,Mo4+,Li1+,O2-,Li7Dy3(MoO6)2,3074.347161691196
Ho3+,Mo4+,Li1+,O2-,Li7Ho3(MoO6)2,3074.54886960675
Er3+,Mo4+,Li1+,O2-,Li7Er3(MoO6)2,3074.739188180128
Tm3+,Mo4+,Li1+,O2-,Li7Tm3(MoO6)2,3074.874349014471
Yb3+,Mo4+,Li1+,O2-,Li7Yb3(MoO6)2,3075.1995786375464
Lu3+,Mo4+,Li1+,O2-,Li7Lu3(MoO6)2,3075.349335381185
Hg1+,I7+,Li1+,O2-,Li7Hg3(IO6)2,3086.9905867830794
Ag3+,Ru4+,Li1+,O2-,Li7Ag3(RuO6)2,3092.9828673078923
Ag1+,Ru7+,Li1+,O2-,Li7Ag3(RuO6)2,3092.9828673078923
La3+,W4+,Li1+,O2-,Li7La3(WO6)2,3095.590551316308
Ce3+,W4+,Li1+,O2-,Li7Ce3(WO6)2,3095.606119261394
Pr3+,W4+,Li1+,O2-,Li7Pr3(WO6)2,3095.6162409118874
Nd3+,W4+,Li1+,O2-,Li7Nd3(WO6)2,3095.658365368673
Sm3+,W4+,Li1+,O2-,Li7Sm3(WO6)2,3095.7335880328487
Eu3+,W4+,Li1+,O2-,Li7Eu3(WO6)2,3095.752880369135
Gd3+,W4+,Li1+,O2-,Li7Gd3(WO6)2,3095.8152416765106
Tb3+,W4+,Li1+,O2-,Li7Tb3(WO6)2,3095.8346261093584
Dy3+,W4+,Li1+,O2-,Li7Dy3(WO6)2,3095.875391668867
Ho3+,W4+,Li1+,O2-,Li7Ho3(WO6)2,3095.9026545614274
Er3+,W4+,Li1+,O2-,Li7Er3(WO6)2,3095.928441291316
Tm3+,W4+,Li1+,O2-,Li7Tm3(WO6)2,3095.94679196572
Yb3+,W4+,Li1+,O2-,Li7Yb3(WO6)2,3095.991075944416
Lu3+,W4+,Li1+,O2-,Li7Lu3(WO6)2,3096.011528107926
Lu3+,Te4+,Li1+,O2-,Li7Lu3(TeO6)2,3113.348365130411
Yb3+,Te4+,Li1+,O2-,Li7Yb3(TeO6)2,3113.424399137728
Tm3+,Te4+,Li1+,O2-,Li7Tm3(TeO6)2,3113.5893265155264
Er3+,Te4+,Li1+,O2-,Li7Er3(TeO6)2,3113.657788709375
Ho3+,Te4+,Li1+,O2-,Li7Ho3(TeO6)2,3113.754110811831
Dy3+,Te4+,Li1+,O2-,Li7Dy3(TeO6)2,3113.8560967081803
Tb3+,Te4+,Li1+,O2-,Li7Tb3(TeO6)2,3114.00888185496
Gd3+,Te4+,Li1+,O2-,Li7Gd3(TeO6)2,3114.0816541257955
Eu3+,Te4+,Li1+,O2-,Li7Eu3(TeO6)2,3114.316301060933
Sm3+,Te4+,Li1+,O2-,Li7Sm3(TeO6)2,3114.3890573873773
Nd3+,Te4+,Li1+,O2-,Li7Nd3(TeO6)2,3114.6734893847733
Pr3+,Te4+,Li1+,O2-,Li7Pr3(TeO6)2,3114.8332925513832
Ce3+,Te4+,Li1+,O2-,Li7Ce3(TeO6)2,3114.871746059884
La3+,Te4+,Li1+,O2-,Li7La3(TeO6)2,3114.930933247383
Ag3+,Rh4+,Li1+,O2-,Li7Ag3(RhO6)2,3116.3773705661097
Li1+,I7+,Li1+,O2-,Li5IO6,3116.779349787332
Zr3+,Ta4+,Li1+,O2-,Li7Zr3Ta2O12,3137.266795561241
V3+,Mo4+,Li1+,O2-,Li7V3(MoO6)2,3138.0119029333264
Y3+,Ta4+,Li1+,O2-,Li7Y3Ta2O12,3141.5654893997034
V3+,W4+,Li1+,O2-,Li7V3(WO6)2,3154.3011726821856
Fe5+,Cs1+,Li1+,O2-,Cs2Li7(FeO4)3,3159.8085824486698
Ag3+,Pd4+,Li1+,O2-,Li7Ag3(PdO6)2,3160.554855162849
Cr5+,K1+,Li1+,O2-,K2Li7Cr3O12,3164.998050613283
Ag3+,Nb4+,Li1+,O2-,Li7Nb2(AgO4)3,3184.359428774371
V3+,Te4+,Li1+,O2-,Li7V3(TeO6)2,3191.691914469269
Ta5+,Ag1+,Li1+,O2-,Li7Ta3(AgO6)2,3210.4395148628078
Ta3+,Sn4+,Li1+,O2-,Li7Ta3(SnO6)2,3218.498687712584
Co3+,Ta4+,Li1+,O2-,Li7Ta2(CoO4)3,3226.7426256742733
K1+,Re7+,Li1+,O2-,K3Li7(ReO6)2,3250.154740173304
Lu3+,Ta4+,Li1+,O2-,Li7Lu3Ta2O12,3250.3377114741497
Yb3+,Ta4+,Li1+,O2-,Li7Yb3Ta2O12,3251.1125917795184
Tm3+,Ta4+,Li1+,O2-,Li7Tm3Ta2O12,3252.7905385032404
Er3+,Ta4+,Li1+,O2-,Li7Er3Ta2O12,3253.485912679252
Ho3+,Ta4+,Li1+,O2-,Li7Ho3Ta2O12,3254.463121685331
Dy3+,Ta4+,Li1+,O2-,Li7Dy3Ta2O12,3255.496341587696
Tb3+,Ta4+,Li1+,O2-,Li7Tb3Ta2O12,3257.041426141583
Co1+,Br7+,Li1+,O2-,Li7Co3(BrO6)2,3257.340559340187
Gd3+,Ta4+,Li1+,O2-,Li7Gd3Ta2O12,3257.776186222939
Eu3+,Ta4+,Li1+,O2-,Li7Eu3Ta2O12,3260.140218205479
Sm3+,Ta4+,Li1+,O2-,Li7Sm3Ta2O12,3260.871641169071
Hg1+,Br7+,Li1+,O2-,Li7Hg3(BrO6)2,3261.18701066838
Nd3+,Ta4+,Li1+,O2-,Li7Nd3Ta2O12,3263.723876150264
Mn5+,Cs1+,Li1+,O2-,Cs2Li7Mn3O12,3265.1621965631152
Pr3+,Ta4+,Li1+,O2-,Li7Pr3Ta2O12,3265.32136005543
Ce3+,Ta4+,Li1+,O2-,Li7Ce3Ta2O12,3265.7052287688803
La3+,Ta4+,Li1+,O2-,Li7La3Ta2O12,3266.295670480999
V5+,Rb1+,Li1+,O2-,Rb2Li7V3O12,3269.800168302826
Cr3+,W4+,Li1+,O2-,Li7Cr3(WO6)2,3298.1931260280526
In1+,Ru7+,Li1+,O2-,Li7In3(RuO6)2,3310.691743043277
In3+,Ru4+,Li1+,O2-,Li7In3(RuO6)2,3310.691743043277
Ta5+,In1+,Li1+,O2-,Li7Ta3In2O12,3321.604971175235
Cr3+,Mo4+,Li1+,O2-,Li7Cr3(MoO6)2,3324.979433190455
In3+,Rh4+,Li1+,O2-,Li7In3(RhO6)2,3332.458909763332
Sc3+,W4+,Li1+,O2-,Li7Sc3(WO6)2,3347.999490628484
Rb1+,Mn7+,Li1+,O2-,Rb3Li7Mn2O12,3355.4057679499315
Cr3+,Te4+,Li1+,O2-,Li7Cr3(TeO6)2,3360.2347675499914
Ta3+,Hf4+,Li1+,O2-,Li7Hf2Ta3O12,3361.844709973867
In3+,Pd4+,Li1+,O2-,Li7In3(PdO6)2,3373.578377933954
V3+,Ta4+,Li1+,O2-,Li7Ta2V3O12,3385.098033753632
Sc3+,Mo4+,Li1+,O2-,Li7Sc3(MoO6)2,3391.2166956761284
Ta5+,Cu1+,Li1+,O2-,Li7Ta3(CuO6)2,3400.655426557072
In3+,Nb4+,Li1+,O2-,Li7Nb2In3O12,3404.208080010113
Ta3+,Se4+,Li1+,O2-,Li7Ta3(SeO6)2,3405.515071098812
Ta3+,Fe4+,Li1+,O2-,Li7Ta3(FeO6)2,3420.881795719658
Sc3+,Te4+,Li1+,O2-,Li7Sc3(TeO6)2,3421.0022062149146
Ta5+,Ni1+,Li1+,O2-,Li7Ta3(NiO6)2,3421.132814831235
Ta3+,Ni4+,Li1+,O2-,Li7Ta3(NiO6)2,3421.132814831235
Rb1+,Cl7+,Li1+,O2-,Rb3Li7(ClO6)2,3424.684251787145
Ta3+,Ge4+,Li1+,O2-,Li7Ta3(GeO6)2,3426.0056924091937
Nb5+,Au1+,Li1+,O2-,Li7Nb3(AuO6)2,3445.6995607199856
Cr5+,Rb1+,Li1+,O2-,Rb2Li7Cr3O12,3462.93324607399
Ta5+,Mn1+,Li1+,O2-,Li7Ta3Mn2O12,3474.18545490559
Ta3+,Mn4+,Li1+,O2-,Li7Ta3Mn2O12,3474.18545490559
Ta3+,Ti4+,Li1+,O2-,Li7Ta3Ti2O12,3479.33775320152
Ta3+,Zr4+,Li1+,O2-,Li7Zr2Ta3O12,3499.509284589676
Ta5+,Hg1+,Li1+,O2-,Li7Ta3(HgO6)2,3502.749639153504
Ta3+,S4+,Li1+,O2-,Li7Ta3(SO6)2,3504.0165396532407
Fe3+,Ru4+,Li1+,O2-,Li7Fe3(RuO6)2,3525.9547323511424
Ta3+,Si4+,Li1+,O2-,Li7Ta3(SiO6)2,3527.753556824412
Rb1+,Re7+,Li1+,O2-,Rb3Li7(ReO6)2,3528.247387960302
Cr3+,Ta4+,Li1+,O2-,Li7Ta2Cr3O12,3529.124615113501
Ta5+,Na1+,Li1+,O2-,Na2Li7Ta3O12,3531.095398722558
Bi5+,Au1+,Li1+,O2-,Li7Bi3(AuO6)2,3532.1475460568827
Ta3+,Tb4+,Li1+,O2-,Li7Tb2Ta3O12,3533.224199743763
Li1+,Br7+,Li1+,O2-,Li5BrO6,3537.8807950793284
Ta3+,Pr4+,Li1+,O2-,Li7Pr2Ta3O12,3547.879512906187
Ta3+,Ce4+,Li1+,O2-,Li7Ce2Ta3O12,3548.546202142303
Fe3+,Rh4+,Li1+,O2-,Li7Fe3(RhO6)2,3552.707509604581
Fe5+,Rh1+,Li1+,O2-,Li7Fe3(RhO6)2,3552.707509604581
Ta3+,Co4+,Li1+,O2-,Li7Ta3(CoO6)2,3577.0408338014863
Ta5+,Co1+,Li1+,O2-,Li7Ta3(CoO6)2,3577.0408338014863
Ta5+,Re1+,Li1+,O2-,Li7Ta3(ReO6)2,3577.21365385084
Ta3+,Re4+,Li1+,O2-,Li7Ta3(ReO6)2,3577.21365385084
Sc3+,Ta4+,Li1+,O2-,Li7Sc3Ta2O12,3585.9365296243227
Ta5+,N1+,Li1+,O2-,Li7Ta3(NO6)2,3598.2073133381523
Fe3+,Pd4+,Li1+,O2-,Li7Fe3(PdO6)2,3603.049368488657
Fe5+,Pd1+,Li1+,O2-,Li7Fe3(PdO6)2,3603.049368488657
Ta5+,C1+,Li1+,O2-,Li7Ta3(CO6)2,3613.524822327183
Ta3+,C4+,Li1+,O2-,Li7Ta3(CO6)2,3613.524822327183
Hg1+,Ru7+,Li1+,O2-,Li7Hg3(RuO6)2,3621.5469026121655
Mn3+,Ru4+,Li1+,O2-,Li7Mn3(RuO6)2,3643.989439042612
Mn1+,Ru7+,Li1+,O2-,Li7Mn3(RuO6)2,3643.989439042612
Fe3+,Nb4+,Li1+,O2-,Li7Nb2(FeO4)3,3653.245335171852
Ti3+,Ru4+,Li1+,O2-,Li7Ti3(RuO6)2,3661.721364822806
V5+,Cs1+,Li1+,O2-,Cs2Li7V3O12,3662.734883664102
Lu3+,Ru4+,Li1+,O2-,Li7Lu3(RuO6)2,3662.979237321066
Yb3+,Ru4+,Li1+,O2-,Li7Yb3(RuO6)2,3666.362943184509
Zr3+,Ru4+,Li1+,O2-,Li7Zr3(RuO6)2,3669.401296888099
Mn5+,Rh1+,Li1+,O2-,Li7Mn3(RhO6)2,3670.1523736878858
Mn3+,Rh4+,Li1+,O2-,Li7Mn3(RhO6)2,3670.1523736878858
Ta3+,V4+,Li1+,O2-,Li7Ta3V2O12,3673.432525804285
Tm3+,Ru4+,Li1+,O2-,Li7Tm3(RuO6)2,3673.709901723964
Er3+,Ru4+,Li1+,O2-,Li7Er3(RuO6)2,3676.762589349165
Lu3+,Rh4+,Li1+,O2-,Li7Lu3(RhO6)2,3679.371019090247
Y3+,Ru4+,Li1+,O2-,Li7Y3(RuO6)2,3679.884390073345
Ho3+,Ru4+,Li1+,O2-,Li7Ho3(RuO6)2,3681.0604456422448
Yb3+,Rh4+,Li1+,O2-,Li7Yb3(RhO6)2,3682.8400055183215
Dy3+,Ru4+,Li1+,O2-,Li7Dy3(RuO6)2,3685.6147332060655
Ti3+,Rh4+,Li1+,O2-,Li7Ti3(RhO6)2,3688.7146567121777
Tm3+,Rh4+,Li1+,O2-,Li7Tm3(RhO6)2,3690.371589111772
Zr3+,Rh4+,Li1+,O2-,Li7Zr3(RhO6)2,3691.479409851474
Tb3+,Ru4+,Li1+,O2-,Li7Tb3(RuO6)2,3692.444674981404
Er3+,Rh4+,Li1+,O2-,Li7Er3(RhO6)2,3693.500770644184
Gd3+,Ru4+,Li1+,O2-,Li7Gd3(RuO6)2,3695.700831235761
Ho3+,Rh4+,Li1+,O2-,Li7Ho3(RhO6)2,3697.906104767691
Y3+,Rh4+,Li1+,O2-,Li7Y3(RhO6)2,3702.123849762803
Dy3+,Rh4+,Li1+,O2-,Li7Dy3(RhO6)2,3702.5740054404646
Eu3+,Ru4+,Li1+,O2-,Li7Eu3(RuO6)2,3706.213294773116
Sm3+,Ru4+,Li1+,O2-,Li7Sm3(RuO6)2,3709.47699921168
Tb3+,Rh4+,Li1+,O2-,Li7Tb3(RhO6)2,3709.573794812932
Lu3+,Pd4+,Li1+,O2-,Li7Lu3(PdO6)2,3710.413700700221
Gd3+,Rh4+,Li1+,O2-,Li7Gd3(RhO6)2,3712.910699535409
Yb3+,Pd4+,Li1+,O2-,Li7Yb3(PdO6)2,3714.042139972061
Ta5+,Li1+,Li1+,O2-,Li3TaO4,3717.541011635391
Mn3+,Pd4+,Li1+,O2-,Li7Mn3(PdO6)2,3719.380501169028
Mn5+,Pd1+,Li1+,O2-,Li7Mn3(PdO6)2,3719.380501169028
Tm3+,Pd4+,Li1+,O2-,Li7Tm3(PdO6)2,3721.91884020039
Nd3+,Ru4+,Li1+,O2-,Li7Nd3(RuO6)2,3722.254878600137
Eu3+,Rh4+,Li1+,O2-,Li7Eu3(RhO6)2,3723.6828630668792
Er3+,Pd4+,Li1+,O2-,Li7Er3(PdO6)2,3725.19097635168
Sm3+,Rh4+,Li1+,O2-,Li7Sm3(RhO6)2,3727.026884885837
Pr3+,Ru4+,Li1+,O2-,Li7Pr3(RuO6)2,3729.44708936553
Ho3+,Pd4+,Li1+,O2-,Li7Ho3(PdO6)2,3729.797134974507
Ce3+,Ru4+,Li1+,O2-,Li7Ce3(RuO6)2,3731.179172713893
Zr3+,Pd4+,Li1+,O2-,Li7Zr3(PdO6)2,3733.131084685593
La3+,Ru4+,Li1+,O2-,Li7La3(RuO6)2,3733.846251369837
Dy3+,Pd4+,Li1+,O2-,Li7Dy3(PdO6)2,3734.6772806779054
Ti3+,Pd4+,Li1+,O2-,Li7Ti3(PdO6)2,3739.4733985817584
Nd3+,Rh4+,Li1+,O2-,Li7Nd3(RhO6)2,3740.1178091466345
Tb3+,Pd4+,Li1+,O2-,Li7Tb3(PdO6)2,3741.994285396994
Y3+,Pd4+,Li1+,O2-,Li7Y3(PdO6)2,3744.073863131804
Lu3+,Nb4+,Li1+,O2-,Li7Lu3Nb2O12,3744.8032214156897
Gd3+,Pd4+,Li1+,O2-,Li7Gd3(PdO6)2,3745.4819644999225
Nb3+,Pb4+,Li1+,O2-,Li7Nb3(PbO6)2,3747.150266658758
Pr3+,Rh4+,Li1+,O2-,Li7Pr3(RhO6)2,3747.485234240052
Yb3+,Nb4+,Li1+,O2-,Li7Yb3Nb2O12,3748.745641200155
Ce3+,Rh4+,Li1+,O2-,Li7Ce3(RhO6)2,3749.2594077939048
Bi3+,Pb4+,Li1+,O2-,Li7Bi3(PbO6)2,3750.331728710272
La3+,Rh4+,Li1+,O2-,Li7La3(RhO6)2,3751.991216711073
Ta3+,Cr4+,Li1+,O2-,Li7Ta3Cr2O12,3754.812448426084
Eu3+,Pd4+,Li1+,O2-,Li7Eu3(PdO6)2,3756.738887585095
Tm3+,Nb4+,Li1+,O2-,Li7Tm3Nb2O12,3757.308522989708
Sm3+,Pd4+,Li1+,O2-,Li7Sm3(PdO6)2,3760.232782804374
Er3+,Nb4+,Li1+,O2-,Li7Er3Nb2O12,3760.8675595868494
Ho3+,Nb4+,Li1+,O2-,Li7Ho3Nb2O12,3765.879424330127
Dy3+,Nb4+,Li1+,O2-,Li7Dy3Nb2O12,3771.1917558449104
Nd3+,Pd4+,Li1+,O2-,Li7Nd3(PdO6)2,3773.907634612724
Mn3+,Nb4+,Li1+,O2-,Li7Mn3Nb2O12,3775.125603068484
Tb3+,Nb4+,Li1+,O2-,Li7Tb3Nb2O12,3779.161283074264
Zr3+,Nb4+,Li1+,O2-,Li7Zr3Nb2O12,3780.7388621415134
Pr3+,Pd4+,Li1+,O2-,Li7Pr3(PdO6)2,3781.6017367032937
Gd3+,Nb4+,Li1+,O2-,Li7Gd3Nb2O12,3782.961903063585
Ce3+,Pd4+,Li1+,O2-,Li7Ce3(PdO6)2,3783.454368540474
La3+,Pd4+,Li1+,O2-,Li7La3(PdO6)2,3786.306825456672
Y3+,Nb4+,Li1+,O2-,Li7Y3Nb2O12,3792.586026482863
Eu3+,Nb4+,Li1+,O2-,Li7Eu3Nb2O12,3795.237318898565
Ti3+,Nb4+,Li1+,O2-,Li7Ti3Nb2O12,3798.245874918306
Sm3+,Nb4+,Li1+,O2-,Li7Sm3Nb2O12,3799.049953197397
Ta5+,P1+,Li1+,O2-,Li7Ta3(PO6)2,3810.92299309206
Ta3+,P4+,Li1+,O2-,Li7Ta3(PO6)2,3810.92299309206
Nd3+,Nb4+,Li1+,O2-,Li7Nd3Nb2O12,3813.9842864062903
Na1+,Ru7+,Li1+,O2-,Na3Li7(RuO6)2,3814.164546434446
Pr3+,Nb4+,Li1+,O2-,Li7Pr3Nb2O12,3822.395415907548
Ce3+,Nb4+,Li1+,O2-,Li7Ce3Nb2O12,3824.421600873826
Cr5+,Cs1+,Li1+,O2-,Cs2Li7Cr3O12,3826.327885183488
La3+,Nb4+,Li1+,O2-,Li7La3Nb2O12,3827.541959374481
Cs1+,Mn7+,Li1+,O2-,Cs3Li7Mn2O12,3857.773579825503
K1+,I7+,Li1+,O2-,K3Li7(IO6)2,3862.892249333332
Co1+,Ru7+,Li1+,O2-,Li7Co3(RuO6)2,3865.158601130778
Co3+,Ru4+,Li1+,O2-,Li7Co3(RuO6)2,3865.158601130778
Cs1+,Re7+,Li1+,O2-,Cs3Li7(ReO6)2,3875.938293301843
Co3+,Rh4+,Li1+,O2-,Li7Co3(RhO6)2,3889.515528228183
Ta3+,W4+,Li1+,O2-,Li7Ta3(WO6)2,3897.7689720048097
Fe5+,Tl1+,Li1+,O2-,Li7Tl2(FeO4)3,3907.046604317346
Co3+,Pd4+,Li1+,O2-,Li7Co3(PdO6)2,3935.360825976497
Cs1+,Cl7+,Li1+,O2-,Cs3Li7(ClO6)2,3940.735622579863
Tl3+,Pb4+,Li1+,O2-,Li7Tl3(PbO6)2,3967.619518729039
Mn5+,Tl1+,Li1+,O2-,Li7Mn3Tl2O12,3996.3987483131937
Co3+,Nb4+,Li1+,O2-,Li7Nb2(CoO4)3,3999.675704497113
Ta3+,Te4+,Li1+,O2-,Li7Ta3(TeO6)2,4001.634386375875
Bi3+,Sn4+,Li1+,O2-,Li7Sn2(BiO4)3,4019.744945657732
Ta3+,Mo4+,Li1+,O2-,Li7Ta3(MoO6)2,4022.0049587849294
Ta5+,K1+,Li1+,O2-,K2Li7Ta3O12,4025.819538737748
Bi5+,Ag1+,Li1+,O2-,Li7Ag2(BiO4)3,4028.35001173313
Ta3+,Ta4+,Li1+,O2-,Li7Ta5O12,4053.726611760285
Rb1+,I7+,Li1+,O2-,Rb3Li7(IO6)2,4071.3866716825246
Bi3+,Hf4+,Li1+,O2-,Li7Hf2(BiO4)3,4075.012596968071
V3+,Ru4+,Li1+,O2-,Li7V3(RuO6)2,4091.694102353091
V3+,Rh4+,Li1+,O2-,Li7V3(RhO6)2,4115.6377348842725
V5+,Rh1+,Li1+,O2-,Li7V3(RhO6)2,4115.6377348842725
Ta5+,Rb1+,Li1+,O2-,Rb2Li7Ta3O12,4119.335289159099
Bi5+,In1+,Li1+,O2-,Li7In2(BiO4)3,4120.632689760901
Nb3+,Sn4+,Li1+,O2-,Li7Nb3(SnO6)2,4139.796252489728
Nb5+,Ag1+,Li1+,O2-,Li7Nb3(AgO6)2,4156.019480641571
V3+,Pd4+,Li1+,O2-,Li7V3(PdO6)2,4160.674335412308
V5+,Pd1+,Li1+,O2-,Li7V3(PdO6)2,4160.674335412308
Bi5+,Hg1+,Li1+,O2-,Li7Hg2(BiO4)3,4181.731550617522
Nb3+,Hf4+,Li1+,O2-,Li7Hf2Nb3O12,4200.646693620184
V3+,Nb4+,Li1+,O2-,Li7Nb2V3O12,4238.164856539274
Bi3+,Se4+,Li1+,O2-,Li7Bi3(SeO6)2,4253.542622149886
Bi3+,Tb4+,Li1+,O2-,Li7Tb2(BiO4)3,4257.775151878521
Bi5+,Re1+,Li1+,O2-,Li7Re2(BiO4)3,4266.897216386343
Bi3+,Re4+,Li1+,O2-,Li7Re2(BiO4)3,4266.897216386343
Cr3+,Ru4+,Li1+,O2-,Li7Cr3(RuO6)2,4270.417971629247
Bi5+,Cu1+,Li1+,O2-,Li7Cu2(BiO4)3,4275.378463784407
Tl3+,Sn4+,Li1+,O2-,Li7Tl3(SnO6)2,4275.68110040263
Bi3+,Ge4+,Li1+,O2-,Li7Ge2(BiO4)3,4282.915399965047
Nb5+,In1+,Li1+,O2-,Li7Nb3In2O12,4288.840138770933
Ta5+,Cs1+,Li1+,O2-,Cs2Li7Ta3O12,4289.391327489637
Cr5+,Rh1+,Li1+,O2-,Li7Cr3(RhO6)2,4293.1466745775215
Cr3+,Rh4+,Li1+,O2-,Li7Cr3(RhO6)2,4293.1466745775215
Bi3+,Pr4+,Li1+,O2-,Li7Pr2(BiO4)3,4294.075137103039
Bi3+,Ce4+,Li1+,O2-,Li7Ce2(BiO4)3,4295.722337471564
Bi5+,Ni1+,Li1+,O2-,Li7Ni2(BiO4)3,4302.726813616463
Bi3+,Ni4+,Li1+,O2-,Li7Ni2(BiO4)3,4302.726813616463
Tl3+,Hf4+,Li1+,O2-,Li7Hf2Tl3O12,4306.30410411348
Bi3+,Fe4+,Li1+,O2-,Li7Fe2(BiO4)3,4307.626241943769
Bi3+,Zr4+,Li1+,O2-,Li7Zr2(BiO4)3,4320.1978344122535
Li1+,Ru7+,Li1+,O2-,Li5RuO6,4324.602604117678
V5+,Tl1+,Li1+,O2-,Li7Tl2V3O12,4334.04901623831
Cr5+,Pd1+,Li1+,O2-,Li7Cr3(PdO6)2,4335.902049874296
Cr3+,Pd4+,Li1+,O2-,Li7Cr3(PdO6)2,4335.902049874296
K1+,Br7+,Li1+,O2-,K3Li7(BrO6)2,4340.999380508563
Nb5+,Hg1+,Li1+,O2-,Li7Nb3(HgO6)2,4341.7052344511
Bi5+,Mn1+,Li1+,O2-,Li7Mn2(BiO4)3,4357.989199660908
Bi3+,Mn4+,Li1+,O2-,Li7Mn2(BiO4)3,4357.989199660908
Sc3+,Ru4+,Li1+,O2-,Li7Sc3(RuO6)2,4370.050346792802
Bi3+,Ti4+,Li1+,O2-,Li7Ti2(BiO4)3,4375.667294745421
Cs1+,I7+,Li1+,O2-,Cs3Li7(IO6)2,4378.703990189315
Sc3+,Rh4+,Li1+,O2-,Li7Sc3(RhO6)2,4392.975679242326
Cr3+,Nb4+,Li1+,O2-,Li7Nb2Cr3O12,4421.10360220286
Bi3+,S4+,Li1+,O2-,Li7Bi3(SO6)2,4428.524200585842
Sc3+,Pd4+,Li1+,O2-,Li7Sc3(PdO6)2,4436.073267409834
Bi5+,Co1+,Li1+,O2-,Li7Co2(BiO4)3,4444.899840863603
Bi3+,Co4+,Li1+,O2-,Li7Co2(BiO4)3,4444.899840863603
Bi3+,Si4+,Li1+,O2-,Li7Si2(BiO4)3,4458.066108616292
Ag1+,Os7+,Li1+,O2-,Li7Ag3(OsO6)2,4462.307975360887
Ag3+,Os4+,Li1+,O2-,Li7Ag3(OsO6)2,4462.307975360887
Nb3+,Re4+,Li1+,O2-,Li7Nb3(ReO6)2,4465.289504490089
Nb5+,Re1+,Li1+,O2-,Li7Nb3(ReO6)2,4465.289504490089
Nb3+,Tb4+,Li1+,O2-,Li7Tb2Nb3O12,4465.303720371904
Cr5+,Tl1+,Li1+,O2-,Li7Tl2Cr3O12,4465.965181929948
Bi5+,Na1+,Li1+,O2-,Na2Li7(BiO4)3,4471.479322517894
Rb1+,Br7+,Li1+,O2-,Rb3Li7(BrO6)2,4478.0706562450905
Ag3+,Ir4+,Li1+,O2-,Li7Ag3(IrO6)2,4481.73642847324
Tl3+,Re4+,Li1+,O2-,Li7Tl3(ReO6)2,4497.4356186799305
Tl1+,Re7+,Li1+,O2-,Li7Tl3(ReO6)2,4497.4356186799305
Tl3+,Tb4+,Li1+,O2-,Li7Tb2Tl3O12,4498.942897986343
Nb3+,Se4+,Li1+,O2-,Li7Nb3(SeO6)2,4507.904389088704
Ag3+,Pt4+,Li1+,O2-,Li7Ag3(PtO6)2,4509.484169579288
Nb3+,Pr4+,Li1+,O2-,Li7Pr2Nb3O12,4526.717265692344
Sc3+,Nb4+,Li1+,O2-,Li7Sc3Nb2O12,4529.304706064582
Nb3+,Ce4+,Li1+,O2-,Li7Ce2Nb3O12,4529.54257404973
Tl3+,Se4+,Li1+,O2-,Li7Tl3(SeO6)2,4532.77863869282
Tl3+,Pr4+,Li1+,O2-,Li7Pr2Tl3O12,4543.336970353443
Tl3+,Ce4+,Li1+,O2-,Li7Ce2Tl3O12,4545.352237205188
Bi3+,V4+,Li1+,O2-,Li7V2(BiO4)3,4547.238509434663
Bi5+,N1+,Li1+,O2-,Li7Bi3(NO6)2,4551.154818843364
Nb5+,Cu1+,Li1+,O2-,Li7Nb3(CuO6)2,4553.634727615458
Nb3+,Ge4+,Li1+,O2-,Li7Nb3(GeO6)2,4557.5055869209455
Tl3+,Ge4+,Li1+,O2-,Li7Tl3(GeO6)2,4566.089948876372
Bi3+,W4+,Li1+,O2-,Li7Bi3(WO6)2,4568.271074910076
Bi5+,C1+,Li1+,O2-,Li7Bi3(CO6)2,4569.294404842663
Bi3+,C4+,Li1+,O2-,Li7Bi3(CO6)2,4569.294404842663
Ta3+,Ru4+,Li1+,O2-,Li7Ta3(RuO6)2,4589.081827142451
Tl3+,Zr4+,Li1+,O2-,Li7Zr2Tl3O12,4593.711049755269
Tl3+,Ni4+,Li1+,O2-,Li7Tl3(NiO6)2,4594.316284400482
Nb3+,Zr4+,Li1+,O2-,Li7Zr2Nb3O12,4598.744715580805
Nb5+,Ni1+,Li1+,O2-,Li7Nb3(NiO6)2,4600.182237472446
Nb3+,Ni4+,Li1+,O2-,Li7Nb3(NiO6)2,4600.182237472446
Tl3+,Fe4+,Li1+,O2-,Li7Tl3(FeO6)2,4601.006329164405
Ta5+,Rh1+,Li1+,O2-,Li7Ta3(RhO6)2,4601.739575504468
Ta3+,Rh4+,Li1+,O2-,Li7Ta3(RhO6)2,4601.739575504468
Hg1+,Os7+,Li1+,O2-,Li7Hg3(OsO6)2,4602.29775718186
In3+,Os4+,Li1+,O2-,Li7In3(OsO6)2,4610.2375799823885
In1+,Os7+,Li1+,O2-,Li7In3(OsO6)2,4610.2375799823885
Nb3+,Fe4+,Li1+,O2-,Li7Nb3(FeO6)2,4610.47103614843
Bi3+,Cr4+,Li1+,O2-,Li7Cr2(BiO4)3,4619.676829918523
Ta5+,Pd1+,Li1+,O2-,Li7Ta3(PdO6)2,4625.715535641858
Ta3+,Pd4+,Li1+,O2-,Li7Ta3(PdO6)2,4625.715535641858
In3+,Ir4+,Li1+,O2-,Li7In3(IrO6)2,4628.641817706581
